"","subject","activity","feature","statistic","axis","mean"
"5077",18,"walking","tBodyGyroJerk","mean","X",-0.0966435295642857
"5078",18,"walking","tBodyGyroJerk","mean","Y",-0.0433771125875
"5079",18,"walking","tBodyGyroJerk","mean","Z",-0.0502631568175
"5080",18,"walking","tBodyGyroJerk","std","X",-0.578133968392857
"5081",18,"walking","tBodyGyroJerk","std","Y",-0.694925789464286
"5082",18,"walking","tBodyGyroJerk","std","Z",-0.663259579285714
"5083",18,"walking","tGravityAcc","mean","X",0.92386524875
"5084",18,"walking","tGravityAcc","mean","Y",-0.254317085892857
"5085",18,"walking","tGravityAcc","mean","Z",-0.0609313415892857
"5086",18,"walking","tGravityAcc","std","X",-0.983010882678571
"5087",18,"walking","tGravityAcc","std","Y",-0.975311658928571
"5088",18,"walking","tGravityAcc","std","Z",-0.97248384875
"5089",18,"walking_downstairs","fBodyAcc","mean","X",-0.350086793272727
"5090",18,"walking_downstairs","fBodyAcc","mean","Y",-0.309049613818182
"5091",18,"walking_downstairs","fBodyAcc","mean","Z",-0.505824358
"5092",18,"walking_downstairs","fBodyAcc","std","X",-0.285535871636364
"5093",18,"walking_downstairs","fBodyAcc","std","Y",-0.273798158
"5094",18,"walking_downstairs","fBodyAcc","std","Z",-0.418258649818182
"5095",18,"walking_downstairs","fBodyAccJerk","mean","X",-0.412728286727273
"5096",18,"walking_downstairs","fBodyAccJerk","mean","Y",-0.465982666363636
"5097",18,"walking_downstairs","fBodyAccJerk","mean","Z",-0.622135895090909
"5098",18,"walking_downstairs","fBodyAccJerk","std","X",-0.416050500909091
"5099",18,"walking_downstairs","fBodyAccJerk","std","Y",-0.464546054727273
"5100",18,"walking_downstairs","fBodyAccJerk","std","Z",-0.678751080363636
"5101",18,"walking_downstairs","fBodyGyro","mean","X",-0.489232274509091
"5102",18,"walking_downstairs","fBodyGyro","mean","Y",-0.641527595090909
"5103",18,"walking_downstairs","fBodyGyro","mean","Z",-0.447030699454545
"5104",18,"walking_downstairs","fBodyGyro","std","X",-0.513947089545455
"5105",18,"walking_downstairs","fBodyGyro","std","Y",-0.607757979272727
"5106",18,"walking_downstairs","fBodyGyro","std","Z",-0.543996110545454
"5107",18,"walking_downstairs","tBodyAcc","mean","X",0.288439468909091
"5108",18,"walking_downstairs","tBodyAcc","mean","Y",-0.0168666920221818
"5109",18,"walking_downstairs","tBodyAcc","mean","Z",-0.1033908092
"5110",18,"walking_downstairs","tBodyAcc","std","X",-0.302634565090909
"5111",18,"walking_downstairs","tBodyAcc","std","Y",-0.254214045818182
"5112",18,"walking_downstairs","tBodyAcc","std","Z",-0.418610127454545
"5113",18,"walking_downstairs","tBodyAccJerk","mean","X",0.0809044045254545
"5114",18,"walking_downstairs","tBodyAccJerk","mean","Y",-0.000757069449090909
"5115",18,"walking_downstairs","tBodyAccJerk","mean","Z",-0.01417699182
"5116",18,"walking_downstairs","tBodyAccJerk","std","X",-0.387223932363636
"5117",18,"walking_downstairs","tBodyAccJerk","std","Y",-0.447033872545455
"5118",18,"walking_downstairs","tBodyAccJerk","std","Z",-0.651246664909091
"5119",18,"walking_downstairs","tBodyGyro","mean","X",-0.0576548655654545
"5120",18,"walking_downstairs","tBodyGyro","mean","Y",-0.0636214336761818
"5121",18,"walking_downstairs","tBodyGyro","mean","Z",0.0987471683127273
"5122",18,"walking_downstairs","tBodyGyro","std","X",-0.502473033509091
"5123",18,"walking_downstairs","tBodyGyro","std","Y",-0.617230786
"5124",18,"walking_downstairs","tBodyGyro","std","Z",-0.483658260727273
"5125",18,"walking_downstairs","tBodyGyroJerk","mean","X",-0.0836566573181818
"5126",18,"walking_downstairs","tBodyGyroJerk","mean","Y",-0.0509120258890909
"5127",18,"walking_downstairs","tBodyGyroJerk","mean","Z",-0.0570591813909091
"5128",18,"walking_downstairs","tBodyGyroJerk","std","X",-0.676716181636364
"5129",18,"walking_downstairs","tBodyGyroJerk","std","Y",-0.752608622181818
"5130",18,"walking_downstairs","tBodyGyroJerk","std","Z",-0.605655411090909
"5131",18,"walking_downstairs","tGravityAcc","mean","X",0.932277478363636
"5132",18,"walking_downstairs","tGravityAcc","mean","Y",-0.225809125454545
"5133",18,"walking_downstairs","tGravityAcc","mean","Z",-0.0493636733454545
"5134",18,"walking_downstairs","tGravityAcc","std","X",-0.960404874545455
"5135",18,"walking_downstairs","tGravityAcc","std","Y",-0.932962218181818
"5136",18,"walking_downstairs","tGravityAcc","std","Z",-0.921661749636364
"5137",18,"walking_upstairs","fBodyAcc","mean","X",-0.465097261896552
"5138",18,"walking_upstairs","fBodyAcc","mean","Y",-0.363450742586207
"5139",18,"walking_upstairs","fBodyAcc","mean","Z",-0.522728377068965
"5140",18,"walking_upstairs","fBodyAcc","std","X",-0.350639840862069
"5141",18,"walking_upstairs","fBodyAcc","std","Y",-0.190550638155172
"5142",18,"walking_upstairs","fBodyAcc","std","Z",-0.269571390465517
"5143",18,"walking_upstairs","fBodyAccJerk","mean","X",-0.589410590172414
"5144",18,"walking_upstairs","fBodyAccJerk","mean","Y",-0.579650286034483
"5145",18,"walking_upstairs","fBodyAccJerk","mean","Z",-0.736149274137931
"5146",18,"walking_upstairs","fBodyAccJerk","std","X",-0.575331252413793
"5147",18,"walking_upstairs","fBodyAccJerk","std","Y",-0.585531432931034
"5148",18,"walking_upstairs","fBodyAccJerk","std","Z",-0.784728430344828
"5149",18,"walking_upstairs","fBodyGyro","mean","X",-0.59232371
"5150",18,"walking_upstairs","fBodyGyro","mean","Y",-0.649817266551724
"5151",18,"walking_upstairs","fBodyGyro","mean","Z",-0.504364096896552
"5152",18,"walking_upstairs","fBodyGyro","std","X",-0.60071129637931
"5153",18,"walking_upstairs","fBodyGyro","std","Y",-0.443429836896552
"5154",18,"walking_upstairs","fBodyGyro","std","Z",-0.466022431206897
"5155",18,"walking_upstairs","tBodyAcc","mean","X",0.265401201896552
"5156",18,"walking_upstairs","tBodyAcc","mean","Y",-0.0222060684378914
"5157",18,"walking_upstairs","tBodyAcc","mean","Z",-0.112655891327586
"5158",18,"walking_upstairs","tBodyAcc","std","X",-0.380168286724138
"5159",18,"walking_upstairs","tBodyAcc","std","Y",-0.211155120224138
"5160",18,"walking_upstairs","tBodyAcc","std","Z",-0.31437339137931
"5161",18,"walking_upstairs","tBodyAccJerk","mean","X",0.0812402028517241
"5162",18,"walking_upstairs","tBodyAccJerk","mean","Y",0.0211654691775862
"5163",18,"walking_upstairs","tBodyAccJerk","mean","Z",0.0093589662862069
"5164",18,"walking_upstairs","tBodyAccJerk","std","X",-0.563202134655172
"5165",18,"walking_upstairs","tBodyAccJerk","std","Y",-0.56794063862069
"5166",18,"walking_upstairs","tBodyAccJerk","std","Z",-0.760829911206897
"5167",18,"walking_upstairs","tBodyGyro","mean","X",-0.0470683915017241
"5168",18,"walking_upstairs","tBodyGyro","mean","Y",-0.0526133819862069
"5169",18,"walking_upstairs","tBodyGyro","mean","Z",0.0906736478431034
"5170",18,"walking_upstairs","tBodyGyro","std","X",-0.593841504137931
"5171",18,"walking_upstairs","tBodyGyro","std","Y",-0.507297003103448
"5172",18,"walking_upstairs","tBodyGyro","std","Z",-0.433922212068966
"5173",18,"walking_upstairs","tBodyGyroJerk","mean","X",-0.0899953036658621
"5174",18,"walking_upstairs","tBodyGyroJerk","mean","Y",-0.0527472610827586
"5175",18,"walking_upstairs","tBodyGyroJerk","mean","Z",-0.0692536211396552
"5176",18,"walking_upstairs","tBodyGyroJerk","std","X",-0.76068902862069
"5177",18,"walking_upstairs","tBodyGyroJerk","std","Y",-0.828872171206897
"5178",18,"walking_upstairs","tBodyGyroJerk","std","Z",-0.718951757931034
"5179",18,"walking_upstairs","tGravityAcc","mean","X",0.883330258448276
"5180",18,"walking_upstairs","tGravityAcc","mean","Y",-0.316619946206897
"5181",18,"walking_upstairs","tGravityAcc","mean","Z",-0.106112549189655
"5182",18,"walking_upstairs","tGravityAcc","std","X",-0.961738807068966
"5183",18,"walking_upstairs","tGravityAcc","std","Y",-0.942056881206897
"5184",18,"walking_upstairs","tGravityAcc","std","Z",-0.907839723965517
"5185",19,"laying","fBodyAcc","mean","X",-0.97453373
"5186",19,"laying","fBodyAcc","mean","Y",-0.972798824096386
"5187",19,"laying","fBodyAcc","mean","Z",-0.985340447349398
"5188",19,"laying","fBodyAcc","std","X",-0.962085001204819
"5189",19,"laying","fBodyAcc","std","Y",-0.974832075662651
"5190",19,"laying","fBodyAcc","std","Z",-0.984740998192771
"5191",19,"laying","fBodyAccJerk","mean","X",-0.983478561807229
"5192",19,"laying","fBodyAccJerk","mean","Y",-0.974878270963855
"5193",19,"laying","fBodyAccJerk","mean","Z",-0.986506488795181
"5194",19,"laying","fBodyAccJerk","std","X",-0.985278006987952
"5195",19,"laying","fBodyAccJerk","std","Y",-0.975964111566265
"5196",19,"laying","fBodyAccJerk","std","Z",-0.988558703373494
"5197",19,"laying","fBodyGyro","mean","X",-0.974196217590361
"5198",19,"laying","fBodyGyro","mean","Y",-0.972061003493976
"5199",19,"laying","fBodyGyro","mean","Z",-0.97393233253012
"5200",19,"laying","fBodyGyro","std","X",-0.983944795060241
"5201",19,"laying","fBodyGyro","std","Y",-0.959831365783133
"5202",19,"laying","fBodyGyro","std","Z",-0.975417523855422
"5203",19,"laying","tBodyAcc","mean","X",0.272653733493976
"5204",19,"laying","tBodyAcc","mean","Y",-0.0171426864421687
"5205",19,"laying","tBodyAcc","mean","Z",-0.10898146186747
"5206",19,"laying","tBodyAcc","std","X",-0.965019579518072
"5207",19,"laying","tBodyAcc","std","Y",-0.973449968554217
"5208",19,"laying","tBodyAcc","std","Z",-0.984672837228916
"5209",19,"laying","tBodyAccJerk","mean","X",0.0772317998650602
"5210",19,"laying","tBodyAccJerk","mean","Y",0.011149573306747
"5211",19,"laying","tBodyAccJerk","mean","Z",-0.000988690855325301
"5212",19,"laying","tBodyAccJerk","std","X",-0.983605223493976
"5213",19,"laying","tBodyAccJerk","std","Y",-0.974524522650602
"5214",19,"laying","tBodyAccJerk","std","Z",-0.988260181084337
"5215",19,"laying","tBodyGyro","mean","X",-0.0312072730559566
"5216",19,"laying","tBodyGyro","mean","Y",-0.0952628014096386
"5217",19,"laying","tBodyGyro","mean","Z",0.10860511373494
"5218",19,"laying","tBodyGyro","std","X",-0.981357611445783
"5219",19,"laying","tBodyGyro","std","Y",-0.963617705662651
"5220",19,"laying","tBodyGyro","std","Z",-0.973197523855422
"5221",19,"laying","tBodyGyroJerk","mean","X",-0.0956018266746988
"5222",19,"laying","tBodyGyroJerk","mean","Y",-0.0371476597051807
"5223",19,"laying","tBodyGyroJerk","mean","Z",-0.0599161477951807
"5224",19,"laying","tBodyGyroJerk","std","X",-0.976105663493976
"5225",19,"laying","tBodyGyroJerk","std","Y",-0.984607728915663
"5226",19,"laying","tBodyGyroJerk","std","Z",-0.986958363975904
"5227",19,"laying","tGravityAcc","mean","X",-0.680043155060241
"5228",19,"laying","tGravityAcc","mean","Y",0.725646622771084
"5229",19,"laying","tGravityAcc","mean","Z",0.68762385253012
"5230",19,"laying","tGravityAcc","std","X",-0.958959611084337
"5231",19,"laying","tGravityAcc","std","Y",-0.986993149638554
"5232",19,"laying","tGravityAcc","std","Z",-0.988819031566265
"5233",19,"sitting","fBodyAcc","mean","X",-0.979238031780822
"5234",19,"sitting","fBodyAcc","mean","Y",-0.960763181917808
"5235",19,"sitting","fBodyAcc","mean","Z",-0.96633509109589
"5236",19,"sitting","fBodyAcc","std","X",-0.975204245342466
"5237",19,"sitting","fBodyAcc","std","Y",-0.948053070136986
"5238",19,"sitting","fBodyAcc","std","Z",-0.947514931780822
"5239",19,"sitting","fBodyAccJerk","mean","X",-0.986775590136986
"5240",19,"sitting","fBodyAccJerk","mean","Y",-0.979141571643836
"5241",19,"sitting","fBodyAccJerk","mean","Z",-0.98398048
"5242",19,"sitting","fBodyAccJerk","std","X",-0.988576991369863
"5243",19,"sitting","fBodyAccJerk","std","Y",-0.980999857671233
"5244",19,"sitting","fBodyAccJerk","std","Z",-0.988151915753425
"5245",19,"sitting","fBodyGyro","mean","X",-0.981743664931507
"5246",19,"sitting","fBodyGyro","mean","Y",-0.968188675753425
"5247",19,"sitting","fBodyGyro","mean","Z",-0.968235777945205
"5248",19,"sitting","fBodyGyro","std","X",-0.985576048219178
"5249",19,"sitting","fBodyGyro","std","Y",-0.955598610136986
"5250",19,"sitting","fBodyGyro","std","Z",-0.967869249178082
"5251",19,"sitting","tBodyAcc","mean","X",0.273830316164384
"5252",19,"sitting","tBodyAcc","mean","Y",-0.016739260030137
"5253",19,"sitting","tBodyAcc","mean","Z",-0.10870765430137
"5254",19,"sitting","tBodyAcc","std","X",-0.976357663013699
"5255",19,"sitting","tBodyAcc","std","Y",-0.950388943972603
"5256",19,"sitting","tBodyAcc","std","Z",-0.951929615068493
"5257",19,"sitting","tBodyAccJerk","mean","X",0.0753747129191781
"5258",19,"sitting","tBodyAccJerk","mean","Y",0.0137921005843836
"5259",19,"sitting","tBodyAccJerk","mean","Z",0.00173106800213699
"5260",19,"sitting","tBodyAccJerk","std","X",-0.987043285479452
"5261",19,"sitting","tBodyAccJerk","std","Y",-0.979267729041096
"5262",19,"sitting","tBodyAccJerk","std","Z",-0.986704740273973
"5263",19,"sitting","tBodyGyro","mean","X",-0.0214151280054795
"5264",19,"sitting","tBodyGyro","mean","Y",-0.0520207886438356
"5265",19,"sitting","tBodyGyro","mean","Z",0.0968980718168493
"5266",19,"sitting","tBodyGyro","std","X",-0.984625306849315
"5267",19,"sitting","tBodyGyro","std","Y",-0.959758309589041
"5268",19,"sitting","tBodyGyro","std","Z",-0.96559497630137
"5269",19,"sitting","tBodyGyroJerk","mean","X",-0.100986131452055
"5270",19,"sitting","tBodyGyroJerk","mean","Y",-0.0425170215068493
"5271",19,"sitting","tBodyGyroJerk","mean","Z",-0.0590801684246575
"5272",19,"sitting","tBodyGyroJerk","std","X",-0.988464752739726
"5273",19,"sitting","tBodyGyroJerk","std","Y",-0.987465915068493
"5274",19,"sitting","tBodyGyroJerk","std","Z",-0.98531069
"5275",19,"sitting","tGravityAcc","mean","X",0.581371509041096
"5276",19,"sitting","tGravityAcc","mean","Y",0.360343534657534
"5277",19,"sitting","tGravityAcc","mean","Z",0.489126594657534
"5278",19,"sitting","tGravityAcc","std","X",-0.969355010136986
"5279",19,"sitting","tGravityAcc","std","Y",-0.96996981369863
"5280",19,"sitting","tGravityAcc","std","Z",-0.960394960821918
"5281",19,"standing","fBodyAcc","mean","X",-0.987352048356164
"5282",19,"standing","fBodyAcc","mean","Y",-0.952872872465753
"5283",19,"standing","fBodyAcc","mean","Z",-0.968543351780822
"5284",19,"standing","fBodyAcc","std","X",-0.991161671369863
"5285",19,"standing","fBodyAcc","std","Y",-0.943193755068493
"5286",19,"standing","fBodyAcc","std","Z",-0.947753961643836
"5287",19,"standing","fBodyAccJerk","mean","X",-0.985039596164384
"5288",19,"standing","fBodyAccJerk","mean","Y",-0.970011345890411
"5289",19,"standing","fBodyAccJerk","mean","Z",-0.983463295479452
"5290",19,"standing","fBodyAccJerk","std","X",-0.985913722328767
"5291",19,"standing","fBodyAccJerk","std","Y",-0.973588517808219
"5292",19,"standing","fBodyAccJerk","std","Z",-0.987524587534247
"5293",19,"standing","fBodyGyro","mean","X",-0.947865639178082
"5294",19,"standing","fBodyGyro","mean","Y",-0.975061671643836
"5295",19,"standing","fBodyGyro","mean","Z",-0.965100636164384
"5296",19,"standing","fBodyGyro","std","X",-0.946607045616438
"5297",19,"standing","fBodyGyro","std","Y",-0.966967238082192
"5298",19,"standing","fBodyGyro","std","Z",-0.963212791780822
"5299",19,"standing","tBodyAcc","mean","X",0.27817226
"5300",19,"standing","tBodyAcc","mean","Y",-0.0154244056945205
"5301",19,"standing","tBodyAcc","mean","Z",-0.10904190460274
"5302",19,"standing","tBodyAcc","std","X",-0.989910996849315
"5303",19,"standing","tBodyAcc","std","Y",-0.944430270684931
"5304",19,"standing","tBodyAcc","std","Z",-0.952599653972603
"5305",19,"standing","tBodyAccJerk","mean","X",0.0754120366712329
"5306",19,"standing","tBodyAccJerk","mean","Y",0.00991338273931507
"5307",19,"standing","tBodyAccJerk","mean","Z",0.00129216333878082
"5308",19,"standing","tBodyAccJerk","std","X",-0.984792035205479
"5309",19,"standing","tBodyAccJerk","std","Y",-0.970543276575342
"5310",19,"standing","tBodyAccJerk","std","Z",-0.986142491917808
"5311",19,"standing","tBodyGyro","mean","X",-0.025090574020274
"5312",19,"standing","tBodyGyro","mean","Y",-0.0631429827260274
"5313",19,"standing","tBodyGyro","mean","Z",0.0710520180136986
"5314",19,"standing","tBodyGyro","std","X",-0.946109711917808
"5315",19,"standing","tBodyGyro","std","Y",-0.96957632369863
"5316",19,"standing","tBodyGyro","std","Z",-0.960734258356164
"5317",19,"standing","tBodyGyroJerk","mean","X",-0.0990467890520548
"5318",19,"standing","tBodyGyroJerk","mean","Y",-0.0422918533780822
"5319",19,"standing","tBodyGyroJerk","mean","Z",-0.0523769867072603
"5320",19,"standing","tBodyGyroJerk","std","X",-0.97512668739726
"5321",19,"standing","tBodyGyroJerk","std","Y",-0.988096672191781
"5322",19,"standing","tBodyGyroJerk","std","Z",-0.983453911232877
"5323",19,"standing","tGravityAcc","mean","X",0.944045837534247
"5324",19,"standing","tGravityAcc","mean","Y",-0.223897807808219
"5325",19,"standing","tGravityAcc","mean","Z",0.130643717849315
"5326",19,"standing","tGravityAcc","std","X",-0.992411542465753
"5327",19,"standing","tGravityAcc","std","Y",-0.971426607808219
"5328",19,"standing","tGravityAcc","std","Z",-0.958862043972603
"5329",19,"walking","fBodyAcc","mean","X",-0.0299815666923077
"5330",19,"walking","fBodyAcc","mean","Y",0.169258575663077
"5331",19,"walking","fBodyAcc","mean","Z",-0.104423357596154
"5332",19,"walking","fBodyAcc","std","X",-0.0578820787019231
"5333",19,"walking","fBodyAcc","std","Y",0.112615077990385
"5334",19,"walking","fBodyAcc","std","Z",-0.233872331063462
"5335",19,"walking","fBodyAccJerk","mean","X",0.0336380997853846
"5336",19,"walking","fBodyAccJerk","mean","Y",0.0107318703980769
"5337",19,"walking","fBodyAccJerk","mean","Z",-0.129367902596154
"5338",19,"walking","fBodyAccJerk","std","X",0.0908366492173077
"5339",19,"walking","fBodyAccJerk","std","Y",0.0854010732076923
"5340",19,"walking","fBodyAccJerk","std","Z",-0.227829841936346
"5341",19,"walking","fBodyGyro","mean","X",0.228142361865385
"5342",19,"walking","fBodyGyro","mean","Y",-0.0973549846596154
"5343",19,"walking","fBodyGyro","mean","Z",-0.01050470716
"5344",19,"walking","fBodyGyro","std","X",-0.108388809533846
"5345",19,"walking","fBodyGyro","std","Y",-0.133010285461538
"5346",19,"walking","fBodyGyro","std","Z",-0.220271190807692
"5347",19,"walking","tBodyAcc","mean","X",0.273931172307692
"5348",19,"walking","tBodyAcc","mean","Y",-0.0191773587903846
"5349",19,"walking","tBodyAcc","mean","Z",-0.122736673192308
